Date,Gold,Silver,Oil,SP500,Euro_STOXX_50,DAX,USDPLN,EURUSD,USDGBP
2018-02-01,1344.300048828125,17.118000030517578,65.80000305175781,2821.97998046875,4442.589003257337,16149.100115388166,3.342289924621582,1.241865873336792,1.420051097869873
2018-02-02,1333.699951171875,16.676000595092773,65.44999694824219,2762.1298828125,4407.626421347377,15994.246621688828,3.3202600479125977,1.2510008811950684,1.4266760349273682
2018-02-05,1333.0,16.638999938964844,64.1500015258789,2648.93994140625,4330.005810440867,15792.048950151075,3.348059892654419,1.244694471359253,1.411133885383606
2018-02-06,1326.0999755859375,16.54800033569336,63.38999938964844,2695.139892578125,4198.775292542298,15327.01697546896,3.362420082092285,1.2367818355560305,1.3943694829940796
2018-02-07,1311.5999755859375,16.20599937438965,61.790000915527344,2681.659912109375,4277.14313268842,15588.582370639782,3.356800079345703,1.238129496574402,1.395868182182312
2018-02-08,1316.9000244140625,16.31399917602539,61.150001525878906,2581.0,4143.316673195688,15041.08708217647,3.3991599082946777,1.2268133163452148,1.3879250288009644
2018-02-09,1313.0999755859375,16.115999221801758,59.20000076293945,2619.550048828125,4077.917319158296,14844.694193264004,3.4181599617004395,1.2260762453079224,1.3934950828552246
2018-02-12,1324.199951171875,16.54800033569336,59.290000915527344,2656.0,4127.049114972353,15049.830957724247,3.413140058517456,1.2252799272537231,1.3827433586120603
2018-02-13,1328.0999755859375,16.506999969482422,59.18999862670898,2662.93994140625,4110.598429774458,15006.275131344795,3.387399911880493,1.2303755283355713,1.3852334022521973
2018-02-14,1355.5,16.857999801635742,60.59999847412109,2698.6298828125,4163.0080073864665,15243.505264061969,3.372900009155273,1.235376238822937,1.3886960744857788
2018-02-15,1352.0999755859375,16.777000427246094,61.34000015258789,2731.199951171875,4225.944272378343,15392.30767692742,3.3310000896453857,1.2467273473739624,1.401581048965454
2018-02-16,1353.199951171875,16.69499969482422,61.68000030517578,2732.219970703125,4284.732116335304,15569.426869302057,3.322999954223633,1.2503595352172852,1.4104173183441162
2018-02-19,1353.199951171875,16.69499969482422,61.68000030517578,2732.219970703125,4229.706646102946,15372.85231286008,3.349800109863281,1.241187572479248,1.403154373168945
2018-02-20,1328.800048828125,16.424999237060547,61.900001525878906,2716.260009765625,4259.03250709502,15483.299515412655,3.335200071334839,1.2398641109466553,1.3992668390274048
2018-02-21,1330.0,16.604000091552734,61.68000030517578,2701.330078125,4231.213487355853,15382.754106405191,3.3628599643707275,1.233532428741455,1.4001091718673706
2018-02-22,1330.5999755859375,16.57900047302246,62.77000045776367,2703.9599609375,4215.116369225638,15305.522930106614,3.3977999687194824,1.2281843423843384,1.3910139799118042
2018-02-23,1328.199951171875,16.47599983215332,63.54999923706055,2747.300048828125,4242.1695072198045,15388.339262799007,3.392400026321411,1.2326656579971311,1.3953033685684204
2018-02-26,1330.699951171875,16.54199981689453,63.90999984741211,2779.60009765625,4255.25267520512,15392.131419914309,3.394860029220581,1.228712558746338,1.3968042135238647
2018-02-27,1315.5,16.34600067138672,63.0099983215332,2744.280029296875,4258.762365606729,15383.051155881953,3.384660005569458,1.2315573692321775,1.3966480493545532
2018-02-28,1315.5,16.323999404907227,61.63999938964844,2713.830078125,4205.958480925183,15209.443473079009,3.4118099212646484,1.2230321168899536,1.390607833862305
2018-03-01,1302.9000244140625,16.200000762939453,60.9900016784668,2677.669921875,4144.002964125043,14862.28791299986,3.4254000186920166,1.2191256284713743,1.375421166419983
2018-03-02,1321.0999755859375,16.392000198364258,61.25,2691.25,4079.7484568059444,14619.126198351267,3.411679983139038,1.2270842790603638,1.377543330192566
2018-03-05,1318.0999755859375,16.33799934387207,62.56999969482422,2720.93994140625,4132.218358184764,14890.417142558726,3.403899908065796,1.2315422296524048,1.3795006275177002
2018-03-06,1333.5999755859375,16.71500015258789,62.59999847412109,2728.1201171875,4142.4380278504395,14944.32603876607,3.3942599296569824,1.2336541414260864,1.3852334022521973
2018-03-07,1326.0,16.42799949645996,61.150001525878906,2726.800048828125,4193.551064816653,15204.639809806366,3.3725600242614746,1.2416653633117676,1.390008568763733
2018-03-08,1319.9000244140625,16.43600082397461,60.119998931884766,2738.969970703125,4237.467597692303,15339.00775818061,3.3924400806427,1.2414649724960327,1.390627145767212
2018-03-09,1322.4000244140625,16.54599952697754,62.040000915527344,2786.570068359375,4209.533090751618,15194.605562835932,3.4148600101470947,1.2306632995605469,1.3805670738220217
2018-03-12,1319.4000244140625,16.47100067138672,61.36000061035156,2783.02001953125,4221.262040940928,15285.48850878491,3.404360055923462,1.2308752536773682,1.38554048538208
2018-03-13,1325.9000244140625,16.55900001525879,60.709999084472656,2765.31005859375,4192.1889718483435,15080.24397375877,3.40585994720459,1.2339584827423096,1.3907625675201416
2018-03-14,1324.4000244140625,16.466999053955078,60.959999084472656,2749.47998046875,4202.218394036754,15165.426340035629,3.39709997177124,1.239234209060669,1.397233486175537
2018-03-15,1316.800048828125,16.35300064086914,61.18999862670898,2747.330078125,4225.198833084898,15278.400553201558,3.3938000202178955,1.2375624179840088,1.3971552848815918
2018-03-16,1311.300048828125,16.20199966430664,62.34000015258789,2752.010009765625,4231.167008928023,15250.591717679054,3.423500061035156,1.2309207916259766,1.3938642740249634
2018-03-19,1316.800048828125,16.2549991607666,62.060001373291016,2712.919921875,4169.069820558652,15003.463200621307,3.4351999759674072,1.228078842163086,1.3943500518798828
2018-03-20,1311.0999755859375,16.125,63.400001525878906,2716.93994140625,4209.430440925063,15183.362843535844,3.422149896621704,1.233684539794922,1.4025245904922483
